memberNumber,purchaseDate,itemName
1287,2016-08-28,grapes
4776,2016-08-08,soda
2271,2016-08-04,bottled water
4657,2016-08-15,chocolate
2344,2016-04-14,semi-finished bread
1482,2016-07-06,soft cheese
1278,2016-12-09,frozen vegetables
4831,2016-11-13,whole milk
1819,2016-11-11,packaged fruit/vegetables
2687,2016-07-31,instant coffee
4468,2016-03-24,white bread
4760,2016-04-02,pastry
2310,2016-03-24,grapes
3924,2016-02-07,whole milk
3517,2016-12-11,other vegetables
3164,2016-09-30,shopping bags
3245,2016-05-17,coffee
2629,2016-12-06,fruit/vegetable juice
1347,2016-09-15,pastry
1216,2016-08-25,specialty fat
4636,2016-04-10,tropical fruit
1197,2016-11-22,sliced cheese
1100,2016-03-12,pudding powder
2054,2016-12-15,soda
3761,2016-09-26,brown bread
4947,2016-09-14,long life bakery product
1032,2016-06-15,other vegetables
3353,2016-08-14,domestic eggs
4466,2016-08-20,citrus fruit
2081,2016-01-22,spices
1800,2016-05-02,rolls/buns
3414,2016-10-23,whole milk
2799,2016-08-12,detergent
1634,2016-12-03,curd
3481,2016-03-22,bottled beer
3691,2016-08-24,brown bread
2811,2016-02-11,cling film/bags
2758,2016-11-19,grapes
2872,2016-09-19,shopping bags
3339,2016-10-08,whole milk
3483,2016-10-28,pip fruit
3255,2016-04-29,other vegetables
3462,2016-11-15,butter
1355,2016-02-28,bottled water
2952,2016-11-25,shopping bags
2171,2016-06-19,roll products
2693,2016-11-02,bottled beer
1348,2016-06-13,chocolate
1112,2016-04-09,jam
2058,2016-02-24,red/blush wine
2003,2016-11-23,brown bread
2166,2016-03-12,soda
3113,2016-06-18,berries
2830,2016-06-22,rolls/buns
3582,2016-06-17,whole milk
4572,2016-08-19,butter milk
1373,2016-07-19,soups
2513,2016-11-06,bottled beer
3050,2016-12-15,whole milk
2563,2016-08-03,whole milk
1055,2016-05-25,newspapers
1887,2016-11-09,yogurt
2391,2016-01-03,rolls/buns
3347,2016-04-24,margarine
4873,2016-09-03,waffles
1571,2016-05-24,whole milk
3571,2016-10-21,citrus fruit
4348,2016-04-11,rolls/buns
2400,2016-02-06,margarine
2867,2016-06-25,shopping bags
2672,2016-07-12,waffles
1659,2016-08-07,bottled water
4104,2016-11-30,pot plants
1465,2016-02-03,tropical fruit
3436,2016-03-27,UHT-milk
4503,2016-02-17,whole milk
3812,2016-07-28,frozen potato products
2759,2016-07-27,rolls/buns
2019,2016-11-14,other vegetables
3201,2016-01-24,tropical fruit
1861,2016-08-12,roll products
4524,2016-12-10,ice cream
2680,2016-08-11,sweet spreads
3413,2016-01-31,domestic eggs
4354,2016-01-16,oil
3608,2016-11-27,rolls/buns
3518,2016-10-26,pastry
3542,2016-07-11,sugar
2579,2016-04-08,white wine
2650,2016-11-22,soda
3499,2016-01-13,napkins
2804,2016-01-18,other vegetables
2975,2016-10-09,fruit/vegetable juice
1783,2016-01-05,pip fruit
1116,2016-11-29,rolls/buns
2578,2016-11-26,rolls/buns
4003,2016-12-23,citrus fruit
3021,2016-01-30,sliced cheese
3791,2016-01-23,whole milk
1242,2016-04-04,other vegetables
2290,2016-07-03,condensed milk
4204,2016-05-06,shopping bags
4100,2016-03-01,whipped/sour cream
3085,2016-07-11,newspapers
1944,2016-08-31,whipped/sour cream
3845,2016-09-19,other vegetables
2077,2016-03-01,whole milk
1128,2016-07-05,coffee
4130,2016-04-05,whipped/sour cream
2496,2016-12-02,white wine
3764,2016-08-01,yogurt
2369,2016-10-17,whipped/sour cream
4662,2016-08-25,sugar
4392,2016-08-13,chewing gum
3259,2016-02-15,butter
1839,2016-10-09,whipped/sour cream
4376,2016-11-22,root vegetables
1934,2016-02-03,beverages
1158,2016-08-25,cream cheese
2784,2016-03-19,dog food
4954,2016-06-10,UHT-milk
2060,2016-07-26,specialty fat
4556,2016-01-10,canned beer
2433,2016-12-27,berries
1843,2016-02-24,semi-finished bread
1793,2016-09-21,rolls/buns
3640,2016-10-08,pastry
2795,2016-03-12,cat food
2044,2016-09-26,shopping bags
4742,2016-04-05,citrus fruit
3584,2016-03-14,photo/film
1957,2016-01-31,root vegetables
3483,2016-03-20,male cosmetics
3883,2016-10-05,whole milk
2474,2016-02-09,coffee
3148,2016-03-09,yogurt
1767,2016-10-24,other vegetables
4601,2016-07-22,rolls/buns
3181,2016-03-22,canned fish
2261,2016-04-11,onions
1656,2016-02-14,rolls/buns
4134,2016-05-05,pip fruit
2254,2016-01-21,house keeping products
1517,2016-08-01,rolls/buns
2176,2016-08-06,brown bread
4255,2016-09-02,tropical fruit
1780,2016-09-21,yogurt
1275,2016-10-18,specialty chocolate
2159,2016-04-30,female sanitary products
4153,2016-07-27,rolls/buns
1553,2016-07-21,sliced cheese
2072,2016-11-28,other vegetables
2964,2016-02-05,hard cheese
3974,2016-03-05,sliced cheese
4848,2016-10-14,canned beer
1605,2016-07-06,seasonal products
2082,2016-11-23,domestic eggs
2477,2016-06-04,pip fruit
1508,2016-03-10,bottled beer
2682,2016-06-16,soda
1012,2016-03-27,whole milk
3591,2016-09-02,newspapers
2004,2016-01-08,other vegetables
4272,2016-03-22,whole milk
1900,2016-09-24,yogurt
3483,2016-11-22,tropical fruit
4686,2016-09-14,other vegetables
3757,2016-06-24,newspapers
3484,2016-10-10,herbs
4314,2016-05-02,white bread
1204,2016-07-23,pip fruit
1355,2016-03-28,soda
3463,2016-05-16,beverages
3548,2016-03-19,whole milk
2271,2016-01-02,mayonnaise
2275,2016-05-19,shopping bags
1275,2016-07-16,whole milk
4577,2016-11-04,root vegetables
2286,2016-11-21,whole milk
4287,2016-08-06,root vegetables
1781,2016-06-06,butter milk
2840,2016-08-07,rolls/buns
2585,2016-02-13,whole milk
2958,2016-01-27,tropical fruit
3788,2016-02-16,soda
3061,2016-12-05,margarine
1531,2016-01-19,pickled vegetables
3451,2016-08-31,butter milk
3119,2016-06-28,grapes
4015,2016-03-27,other vegetables
2869,2016-04-29,curd
4814,2016-02-12,soda
2978,2016-11-25,other vegetables
4789,2016-04-09,liquor
2151,2016-08-03,margarine
2390,2016-08-21,other vegetables
3634,2016-12-02,mayonnaise
3394,2016-12-13,rolls/buns
1874,2016-06-08,sugar
4671,2016-08-01,whole milk
3647,2016-03-03,other vegetables
1275,2016-02-17,onions
3306,2016-09-28,yogurt
1087,2016-03-19,pip fruit
3210,2016-12-23,tropical fruit
1136,2016-01-03,butter milk
3050,2016-06-21,bottled water
4406,2016-02-01,whole milk
4277,2016-08-09,root vegetables
2500,2016-12-06,fruit/vegetable juice
4704,2016-08-19,whole milk
4470,2016-12-23,whipped/sour cream
4747,2016-08-24,baking powder
2550,2016-04-20,red/blush wine
4783,2016-10-10,curd
2117,2016-11-07,pastry
4510,2016-09-03,sliced cheese
4258,2016-12-11,salty snack
3535,2016-01-18,pastry
3095,2016-08-16,specialty bar
4625,2016-04-07,pasta
2014,2016-06-23,yogurt
1677,2016-12-09,pip fruit
4743,2016-07-04,domestic eggs
4212,2016-03-31,other vegetables
1087,2016-08-14,pot plants
3682,2016-10-12,bottled water
2406,2016-03-10,rolls/buns
3915,2016-01-21,hard cheese
1901,2016-05-04,butter
4992,2016-05-23,napkins
4308,2016-04-07,soda
1566,2016-06-05,whole milk
2839,2016-10-31,whole milk
4666,2016-10-19,butter milk
2325,2016-04-16,soda
4238,2016-03-08,pip fruit
1983,2016-05-20,white wine
4798,2016-11-21,shopping bags
3703,2016-06-16,soda
1456,2016-07-19,whole milk
3309,2016-09-02,misc. beverages
1983,2016-08-09,pastry
2676,2016-04-07,newspapers
1017,2016-09-30,dessert
3793,2016-08-07,whole milk
1609,2016-05-03,napkins
3459,2016-01-23,tropical fruit
1192,2016-01-09,seasonal products
3044,2016-01-05,bottled water
3661,2016-11-27,misc. beverages
1188,2016-01-09,rolls/buns
1865,2016-08-02,pip fruit
1692,2016-06-28,soda
3577,2016-05-12,rolls/buns
4951,2016-03-13,tropical fruit
1714,2016-08-02,rolls/buns
1610,2016-05-26,root vegetables
4652,2016-04-08,zwieback
4020,2016-04-11,bottled beer
2633,2016-11-27,newspapers
4305,2016-07-24,coffee
2416,2016-02-15,yogurt
3124,2016-04-09,whole milk
1422,2016-05-31,processed cheese
2101,2016-01-07,domestic eggs
2876,2016-10-30,pip fruit
2684,2016-01-11,rolls/buns
2377,2016-04-16,butter
2394,2016-02-17,curd
4320,2016-01-13,popcorn
1009,2016-10-05,yogurt
1460,2016-01-13,other vegetables
1821,2016-04-20,frozen vegetables
3182,2016-10-15,zwieback
1526,2016-11-26,whole milk
2070,2016-07-16,oil
2534,2016-05-18,soda
3794,2016-04-28,bottled water
1405,2016-02-28,whole milk
4544,2016-01-07,whole milk
2494,2016-06-10,margarine
3322,2016-02-02,ice cream
3655,2016-02-16,butter
2918,2016-04-08,other vegetables
2584,2016-03-31,whole milk
2212,2016-04-16,pastry
3176,2016-08-01,dish cleaner
4564,2016-06-13,pip fruit
4556,2016-08-17,butter milk
4573,2016-10-10,whole milk
2781,2016-04-10,cream cheese
3316,2016-01-03,whole milk
1827,2016-05-02,whipped/sour cream
4889,2016-02-03,domestic eggs
3548,2016-06-01,rolls/buns
2736,2016-07-17,beef
4927,2016-10-19,soda
3214,2016-12-22,root vegetables
3275,2016-06-18,other vegetables
2909,2016-05-08,coffee
4226,2016-12-06,domestic eggs
1622,2016-03-11,rolls/buns
1395,2016-10-12,newspapers
2938,2016-06-06,pasta
3674,2016-08-13,yogurt
2063,2016-11-08,sliced cheese
4214,2016-10-07,citrus fruit
3042,2016-01-16,frozen potato products
3877,2016-09-17,soda
2168,2016-11-25,rolls/buns
1503,2016-05-12,whipped/sour cream
2769,2016-04-23,frozen dessert
4933,2016-02-27,pot plants
3082,2016-05-22,whole milk
1422,2016-01-01,turkey
3139,2016-02-26,frozen vegetables
2200,2016-03-08,citrus fruit
4670,2016-08-31,root vegetables
2053,2016-09-21,yogurt
4847,2016-02-03,sliced cheese
1185,2016-08-24,specialty bar
4656,2016-12-25,root vegetables
2741,2016-09-11,yogurt
2654,2016-08-17,curd
2010,2016-12-19,root vegetables
2586,2016-07-10,tropical fruit
3511,2016-11-15,other vegetables
4700,2016-06-06,dessert
2235,2016-01-20,whole milk
2557,2016-10-23,long life bakery product
3462,2016-02-16,soda
1356,2016-04-02,semi-finished bread
1477,2016-11-20,pot plants
3094,2016-06-13,meat
3981,2016-12-25,spread cheese
1340,2016-01-23,whole milk
4015,2016-01-10,whole milk
1719,2016-09-10,whole milk
1542,2016-05-15,whole milk
1357,2016-04-10,brown bread
4003,2016-11-21,root vegetables
4224,2016-12-06,pastry
1292,2016-07-05,whole milk
4018,2016-04-28,whole milk
2721,2016-07-15,butter
4016,2016-04-21,yogurt
3654,2016-12-16,bottled water
3745,2016-08-26,chocolate
2851,2016-09-16,napkins
1474,2016-07-29,Instant food products
3623,2016-02-05,brown bread
1647,2016-12-20,specialty cheese
1312,2016-02-09,other vegetables
1218,2016-06-13,fruit/vegetable juice
4745,2016-12-24,shopping bags
4994,2016-02-08,fruit/vegetable juice
1465,2016-11-09,curd
2380,2016-01-07,bottled beer
1150,2016-05-25,sugar
4371,2016-06-21,bottled beer
4668,2016-02-01,frozen vegetables
2167,2016-05-29,specialty chocolate
3534,2016-03-09,yogurt
3399,2016-07-12,other vegetables
1144,2016-08-13,fish
2136,2016-02-10,whole milk
1888,2016-04-10,whole milk
4990,2016-12-14,specialty chocolate
1731,2016-11-20,waffles
4632,2016-10-04,soda
3035,2016-11-29,bottled beer
4376,2016-07-22,soda
3760,2016-06-04,soda
1135,2016-02-24,butter
3132,2016-08-12,soda
1252,2016-03-11,pastry
3698,2016-08-24,whole milk
1442,2016-07-25,onions
1160,2016-01-24,frozen meals
1451,2016-01-27,fruit/vegetable juice
2785,2016-02-01,beef
3159,2016-01-31,white bread
3205,2016-01-17,pip fruit
2703,2016-03-27,bottled water
1115,2016-01-22,yogurt
2632,2016-05-24,whipped/sour cream
2729,2016-07-23,cream cheese
4334,2016-11-10,fruit/vegetable juice
1009,2016-09-23,ketchup
3098,2016-09-04,bottled water
1489,2016-03-07,dessert
4240,2016-12-04,other vegetables
1096,2016-07-28,fruit/vegetable juice
3120,2016-11-14,other vegetables
1608,2016-11-13,citrus fruit
2298,2016-08-16,fruit/vegetable juice
4646,2016-07-31,bottled water
3782,2016-02-03,oil
2448,2016-12-29,pastry
4999,2016-05-16,whipped/sour cream
1233,2016-08-13,other vegetables
1335,2016-09-13,waffles
1889,2016-08-28,chicken
3815,2016-09-15,whole milk
3976,2016-09-20,bottled water
3051,2016-01-23,onions
2630,2016-02-15,fruit/vegetable juice
4182,2016-06-18,specialty bar
1524,2016-03-05,soda
2165,2016-09-06,yogurt
3710,2016-07-15,yogurt
1859,2016-04-12,beef
1682,2016-11-01,seasonal products
3682,2016-01-02,shopping bags
1866,2016-07-13,pastry
1764,2016-11-15,soda
2016,2016-08-15,berries
3758,2016-03-06,yogurt
1380,2016-04-09,long life bakery product
3063,2016-10-28,whipped/sour cream
4782,2016-08-16,domestic eggs
3677,2016-04-21,pet care
2315,2016-09-15,shopping bags
3548,2016-06-11,spread cheese
3198,2016-05-08,white bread
1436,2016-03-01,chocolate marshmallow
4874,2016-12-23,dessert
4002,2016-08-28,whole milk
2911,2016-07-14,other vegetables
1611,2016-04-04,other vegetables
2561,2016-08-19,white wine
2343,2016-05-30,beverages
1021,2016-11-07,baking powder
3484,2016-05-15,white bread
4378,2016-05-04,rolls/buns
1751,2016-03-25,pip fruit
1730,2016-01-24,whole milk
4669,2016-06-25,whipped/sour cream
1184,2016-06-16,sweet spreads
4793,2016-11-04,soda
4600,2016-02-12,baking powder
3966,2016-01-11,whole milk
3017,2016-09-22,soft cheese
1834,2016-11-22,canned fish
4508,2016-06-15,candy
2879,2016-05-26,newspapers
4643,2016-03-12,coffee
3757,2016-02-03,brown bread
1486,2016-08-20,dish cleaner
3018,2016-01-18,soda
3600,2016-08-17,other vegetables
1239,2016-01-24,whole milk
1315,2016-11-07,chocolate
1654,2016-09-28,rolls/buns
3551,2016-07-24,pastry
2861,2016-12-02,whole milk
1170,2016-10-09,whipped/sour cream
1351,2016-02-26,other vegetables
2645,2016-06-27,rolls/buns
4202,2016-05-02,other vegetables
2653,2016-03-02,other vegetables
3961,2016-03-05,finished products
2441,2016-05-31,yogurt
3637,2016-12-22,soft cheese
2329,2016-07-15,whipped/sour cream
3858,2016-03-27,soda
4294,2016-03-02,bottled beer
4765,2016-07-01,curd
4017,2016-10-11,yogurt
4855,2016-05-01,sweet spreads
2673,2016-12-10,canned beer
3352,2016-07-02,rolls/buns
1391,2016-08-21,yogurt
4352,2016-12-29,other vegetables
1298,2016-07-27,Instant food products
1618,2016-08-02,whole milk
2433,2016-06-21,other vegetables
4992,2016-03-01,pip fruit
3515,2016-04-21,root vegetables
1786,2016-02-10,citrus fruit
3844,2016-06-27,other vegetables
3914,2016-01-08,cake bar
4859,2016-05-10,soda
2747,2016-08-30,curd
4172,2016-10-08,soda
1796,2016-08-15,other vegetables
2524,2016-12-05,other vegetables
3523,2016-04-01,chocolate
3761,2016-03-30,other vegetables
1830,2016-01-16,other vegetables
4144,2016-04-01,whole milk
3803,2016-01-27,tropical fruit
4503,2016-03-22,pip fruit
2055,2016-05-02,beverages
3634,2016-12-10,frozen vegetables
4503,2016-08-09,bottled water
3756,2016-12-02,pip fruit
3071,2016-06-13,frozen meals
3168,2016-12-16,ice cream
2301,2016-12-24,bottled water
1270,2016-04-25,napkins
3999,2016-11-15,domestic eggs
1603,2016-07-13,whole milk
3089,2016-02-16,citrus fruit
4671,2016-05-30,newspapers
2985,2016-05-29,whole milk
3318,2016-07-21,curd
3954,2016-02-10,onions
1048,2016-10-18,tropical fruit
3586,2016-05-24,waffles
4431,2016-11-16,pastry
3977,2016-04-16,yogurt
1799,2016-06-13,canned fish
2609,2016-08-26,coffee
4187,2016-04-10,specialty cheese
3140,2016-02-11,butter
4942,2016-11-23,sliced cheese
3886,2016-11-18,whole milk
4453,2016-08-23,yogurt
1056,2016-11-09,meat spreads
2700,2016-10-18,specialty cheese
1049,2016-09-05,herbs
2446,2016-07-29,tropical fruit
4864,2016-07-05,margarine
1483,2016-04-25,soda
4158,2016-12-26,hard cheese
2212,2016-10-28,butter milk
1142,2016-06-13,brown bread
2273,2016-10-26,bottled beer
3741,2016-01-23,whipped/sour cream
3574,2016-06-20,white wine
3902,2016-11-29,whole milk
2169,2016-10-21,whole milk
3038,2016-01-11,waffles
2023,2016-02-07,hard cheese
1038,2016-04-10,specialty chocolate
3998,2016-01-23,citrus fruit
3516,2016-12-13,whipped/sour cream
1979,2016-09-09,frozen vegetables
3635,2016-12-13,sliced cheese
3966,2016-06-01,root vegetables
1430,2016-11-12,yogurt
2583,2016-03-26,pip fruit
2055,2016-07-07,other vegetables
1092,2016-07-03,shopping bags
4138,2016-10-10,other vegetables
1515,2016-11-28,pasta
3481,2016-10-04,whole milk
2426,2016-06-02,white bread
1886,2016-12-02,rolls/buns
4861,2016-09-13,pudding powder
2946,2016-11-04,hygiene articles
2349,2016-07-17,bottled beer
2326,2016-11-13,whipped/sour cream
2910,2016-07-19,yogurt
2103,2016-03-11,dessert
3260,2016-12-02,UHT-milk
1893,2016-04-04,salty snack
3352,2016-11-08,misc. beverages
4834,2016-04-27,dessert
2476,2016-02-25,pip fruit
1013,2016-07-02,whole milk
3004,2016-02-10,liquor (appetizer)
1573,2016-01-21,oil
2089,2016-10-31,hard cheese
3077,2016-01-19,butter milk
3900,2016-07-07,pasta
2470,2016-05-14,whole milk
4785,2016-04-04,cling film/bags
2916,2016-04-19,frozen vegetables
3179,2016-03-21,rolls/buns
2285,2016-12-16,tropical fruit
2617,2016-01-03,pastry
1945,2016-04-24,whipped/sour cream
4601,2016-12-15,other vegetables
4722,2016-10-13,other vegetables
4605,2016-08-13,yogurt
4971,2016-02-19,fruit/vegetable juice
4725,2016-09-01,cat food
3872,2016-08-07,brown bread
4280,2016-05-02,bottled water
4544,2016-01-21,root vegetables
4839,2016-06-03,root vegetables
2785,2016-08-04,whole milk
1594,2016-01-23,yogurt
4675,2016-01-16,rolls/buns
1321,2016-04-13,soda
1535,2016-07-03,flour
4437,2016-06-13,root vegetables
2249,2016-05-29,bottled water
1785,2016-07-24,berries
4635,2016-10-16,sugar
4125,2016-06-14,other vegetables
3568,2016-08-11,meat
3575,2016-01-20,bottled water
2691,2016-11-04,other vegetables
3571,2016-06-17,hygiene articles
4648,2016-08-03,bottled water
2085,2016-03-25,pip fruit
4104,2016-01-01,soda
1143,2016-01-27,spread cheese
2228,2016-05-30,shopping bags
3746,2016-07-13,whole milk
3934,2016-03-27,whipped/sour cream
